"image","label",x,y,width,height
"1002.jpg","ContentIllustration",0.4819277108433735,0.7519561815336463,0.27309236947791166,0.14632237871674492
"1002.jpg","ContentIllustration",0.4759036144578313,0.596244131455399,0.2469879518072289,0.1752738654147105
"1003.jpg","ContentIllustration",0.5918803418803419,0.43511988716502115,0.6367521367521367,0.4076163610719323
"1004.jpg","ContentIllustration",0.3720333547145606,0.5431754874651811,0.1892238614496472,0.23517707918822126
"1005.jpg","Initial",0.2762379896526238,0.13452279807419995,0.11345158906134516,0.1804021523647692
"1006.jpg","ContentIllustration",0.5843373493975904,0.6944114149821641,0.40963855421686746,0.2497027348394768
"1006.jpg","ContentIllustration",0.5522088353413654,0.2437574316290131,0.4397590361445783,0.31985731272294887
"1007.jpg","ContentIllustration",0.366,0.34941967012828345,0.469,0.289554062309102
"1008.jpg","ContentIllustration",0.3260135135135135,0.481786133960047,0.36824324324324326,0.245593419506463
"1014.jpg","ContentIllustration",0.3656422379826635,0.61268620855358,0.4806934594168637,0.29312830370014414
"1015.jpg","ContentIllustration",0.485,0.39632902787219576,0.808,0.5601631543167913
"1016.jpg","ContentIllustration",0.45136612021857925,0.5766037735849057,0.7038251366120218,0.420377358490566
"1018.jpg","Initial",0.21466666666666667,0.13427734375,0.134,0.09814453125
"1018.jpg","Initial",0.20066666666666666,0.4345703125,0.12333333333333334,0.09521484375
"1020.jpg","ContentIllustration",0.6506172839506172,0.12222222222222222,0.2419753086419753,0.11623931623931624
"1022.jpg","ContentIllustration",0.3775716014521985,0.3660205245153934,0.20976200080677693,0.02879133409350057
"1022.jpg","ContentIllustration",0.3392496974586527,0.30758266818700114,0.2226704316256555,0.023375142531356898
"1022.jpg","ContentIllustration",0.7285195643404598,0.5658494868871151,0.18354175070592982,0.04104903078677309
"1022.jpg","ContentIllustration",0.672448567970956,0.499714937286203,0.19766034691407824,0.02394526795895097
"1022.jpg","ContentIllustration",0.6793061718434853,0.21892816419612315,0.24808390480032272,0.0476054732041049
"1022.jpg","ContentIllustration",0.6228317870108915,0.46151653363740025,0.20774505849132716,0.024800456100342077
"1022.jpg","ContentIllustration",0.8418717224687374,0.15849486887115166,0.1383622428398548,0.03620296465222349
"1023.jpg","ContentIllustration",0.4699248120300752,0.5039852851011649,0.799812030075188,0.507050889025138
"1026.jpg","ContentIllustration",0.45820745216515607,0.6031746031746031,0.9113796576032226,0.5781440781440782
"1027.jpg","ContentIllustration",0.6996830427892234,0.6745391705069125,0.3652931854199683,0.2609447004608295
"1030.jpg","Initial",0.1930995043842928,0.5333878440992096,0.0968356843309188,0.07563368765331153
"1035.jpg","ContentIllustration",0.2670807453416149,0.4027777777777778,0.3027950310559006,0.21875
"1036.jpg","ContentIllustration",0.39433198380566803,0.3963048498845266,0.4518218623481781,0.26235565819861434
"1040.jpg","Initial",0.29017857142857145,0.3887938408896493,0.1875,0.1270316509837468
"1041.jpg","Decoration",0.5891608391608392,0.6183360258481422,0.5693473193473193,0.20436187399030695
"1043.jpg","ContentIllustration",0.41188197767145135,0.6625211984171848,0.370414673046252,0.33013001695873373
"1045.jpg","ContentIllustration",0.762962962962963,0.1881100266193434,0.30572390572390573,0.19653948535936114
"1045.jpg","ContentIllustration",0.3845117845117845,0.18944099378881987,0.2835016835016835,0.19343389529724933
"1046.jpg","Decoration",0.43485276321097216,0.2927594070695553,0.15127067365873337,0.04846066134549601
"1046.jpg","Initial",0.22065348931020573,0.41020524515393386,0.29689390883420735,0.20096921322690992
"1047.jpg","Initial",0.5846774193548387,0.1338470319634703,0.08991935483870968,0.13356164383561644
"1049.jpg","ContentIllustration",0.61,0.5311284046692607,0.576,0.17898832684824903
"1049.jpg","ContentIllustration",0.613,0.374189364461738,0.343,0.1575875486381323
"1049.jpg","ContentIllustration",0.595,0.6621271076523995,0.636,0.0966277561608301
"1051.jpg","ContentIllustration",0.24683965402528277,0.585,0.2741184298070526,0.2125
"1052.jpg","ContentIllustration",0.4089422028353326,0.43031470777135516,0.6183206106870229,0.19460500963391136
"1057.jpg","ContentIllustration",0.578125,0.5368296994696523,0.5654296875,0.33470830878020036
"1061.jpg","ContentIllustration",0.391025641025641,0.33991537376586745,0.6463675213675214,0.423836389280677
"1068.jpg","ContentIllustration",0.25466666666666665,0.32525629077353213,0.274,0.18173345759552656
"1068.jpg","ContentIllustration",0.6093333333333333,0.41379310344827586,0.2693333333333333,0.18173345759552656
"1068.jpg","ContentIllustration",0.6153333333333333,0.7297297297297297,0.212,0.19151910531220875
"1069.jpg","ContentIllustration",0.5762806236080178,0.325,0.4123051224944321,0.2786
"1069.jpg","ContentIllustration",0.6327951002227171,0.7028,0.31820712694877507,0.219
"1071.jpg","ContentIllustration",0.5288104089219331,0.37199124726477023,0.5664498141263941,0.3525711159737418
"1076.jpg","Initial",0.2070524412296564,0.1731309724564362,0.18173598553345388,0.11748173130972456
"1077.jpg","Initial",0.215,0.09081139172487909,0.15428571428571428,0.11284255776464266
"1077.jpg","Initial",0.20785714285714285,0.8027941966684579,0.14785714285714285,0.11606663084363246
"1078.jpg","ContentIllustration",0.6369467607440668,0.33664152441445017,0.2835150737652341,0.1738785232235014
"1079.jpg","ContentIllustration",0.45130748422001804,0.360381861575179,0.6280432822362488,0.5360978520286396
"1082.jpg","ContentIllustration",0.5068359375,0.4938980617372577,0.9677734375,0.9375448671931084
"1086.jpg","Initial",0.568242470453679,0.5083128917961297,0.0945482272207396,0.07086399563913873
"1086.jpg","Initial",0.5728173846740373,0.6500408830744072,0.10369805566145635,0.07086399563913873
"1087.jpg","ContentIllustration",0.4218203033838973,0.3274121921679451,0.7281213535589265,0.45740815502624144
"1088.jpg","Initial",0.16693515908175593,0.7751269035532995,0.08940797422472815,0.05152284263959391
"1088.jpg","ContentIllustration",0.8147402335884011,0.8171319796954315,0.19935561820378575,0.12880710659898478
"1088.jpg","ContentIllustration",0.2527184857027789,0.1446700507614213,0.23499798630688684,0.14974619289340102
"1088.jpg","Initial",0.18747482883608538,0.24378172588832486,0.1252517116391462,0.06446700507614213
"1089.jpg","ContentIllustration",0.5297346752058555,0.15726495726495726,0.4830741079597438,0.1868945868945869
"1089.jpg","ContentIllustration",0.526075022872827,0.35555555555555557,0.7447392497712717,0.22393162393162394
"1089.jpg","ContentIllustration",0.5096065873741995,0.5185185185185185,0.8252516010978957,0.11452991452991453
"1092.jpg","ContentIllustration",0.26266666666666666,0.46213971665852466,0.33866666666666667,0.24132877381533951
"1096.jpg","ContentIllustration",0.629,0.3195105370496261,0.486,0.4479945615227736
"1097.jpg","ContentIllustration",0.561878453038674,0.4546925566343042,0.6116022099447513,0.43648867313915857
"1098.jpg","ContentIllustration",0.40443037974683543,0.7319544111439426,0.3886075949367089,0.18509919797382862
"1103.jpg","ContentIllustration",0.28041901692183724,0.2191891891891892,0.4057211925866237,0.2527027027027027
"1103.jpg","ContentIllustration",0.28283642224012895,0.47216216216216217,0.41055600322320707,0.2591891891891892
"1103.jpg","ContentIllustration",0.2852538275584206,0.76,0.41055600322320707,0.3332432432432432
"1106.jpg","ContentIllustration",0.48933143669985774,0.2242453282223287,0.5184921763869133,0.15141351221849544
"1109.jpg","ContentIllustration",0.3700404858299595,0.6355777979981801,0.5506072874493927,0.2961783439490446
"1111.jpg","Initial",0.3311026131293818,0.1979882237487733,0.19662205226258764,0.14646712463199216
"1113.jpg","ContentIllustration",0.5266841644794401,0.33684794672586016,0.7287839020122485,0.48335183129855713
"1114.jpg","ContentIllustration",0.560546875,0.2757009345794392,0.271484375,0.15595794392523366
"1116.jpg","ContentIllustration",0.8240427927927928,0.46914660831509847,0.3212274774774775,0.4958424507658643
"1116.jpg","ContentIllustration",0.31728603603603606,0.4905908096280088,0.330518018018018,0.5054704595185996
"1119.jpg","Initial",0.11650045330915684,0.2797330097087379,0.09383499546690843,0.11893203883495146
"1123.jpg","ContentIllustration",0.7351821642196846,0.5687203791469194,0.3578031538879826,0.466824644549763
"1124.jpg","ContentIllustration",0.42857142857142855,0.594822006472492,0.41718426501035194,0.2543689320388349
"1127.jpg","ContentIllustration",0.7225325884543762,0.7199333174565373,0.33908921618418825,0.35055965706120507
"1127.jpg","Decoration",0.7252412392077197,0.5317932841152655,0.441679363467073,0.9247439866634913
"1129.jpg","Initial",0.568836405529954,0.16680361544782252,0.08813364055299538,0.14338537387017256
"1130.jpg","ContentIllustration",0.7964554242749732,0.12827324478178367,0.2121374865735768,0.1335863377609108
"1131.jpg","Initial",0.16834677419354838,0.153824200913242,0.055645161290322584,0.08047945205479452
"1131.jpg","Initial",0.5790322580645161,0.6763698630136986,0.05120967741935484,0.07562785388127855
"1131.jpg","Initial",0.3497983870967742,0.7756849315068494,0.07278225806451613,0.1095890410958904
"1132.jpg","ContentIllustration",0.8686666666666667,0.8234024179620034,0.234,0.18350604490500863
"1134.jpg","ContentIllustration",0.41411764705882353,0.6239451476793249,0.40705882352941175,0.34968354430379744
"1134.jpg","Decoration",0.7027450980392157,0.1571729957805907,0.10745098039215686,0.0469409282700422
"1134.jpg","Decoration",0.10823529411764705,0.16508438818565402,0.09098039215686274,0.043248945147679324
"1136.jpg","ContentIllustration",0.7713333333333333,0.8204584040747029,0.3313333333333333,0.23174872665534804
"1137.jpg","ContentIllustration",0.5159235668789809,0.23270440251572327,0.3205944798301486,0.2641509433962264
"1137.jpg","ContentIllustration",0.49327671620665253,0.4412191582002903,0.3581033262561925,0.1528785679729076
"1139.jpg","ContentIllustration",0.5438144329896907,0.7541196877710321,0.5933562428407789,0.212489158716392
"1143.jpg","Initial",0.19875,0.2899910634495085,0.1825,0.13672922252010725
"1144.jpg","Decoration",0.14501679731243,0.21094681612210828,0.0757745427398283,0.04006677796327212
"1144.jpg","Decoration",0.6614408361328854,0.3175530646315287,0.0670026129152669,0.03350822799904603
"1144.jpg","Decoration",0.4731243001119821,0.37908418793226806,0.05244494214259052,0.037324111614595756
"1144.jpg","Decoration",0.5238895110115714,0.8171953255425709,0.055991041433370664,0.02563796804197472
