,image,label,x,y,width,height,file
0,0.jpg,ContentIllustration,0.4819277108433735,0.7519561815336463,0.2730923694779117,0.14632237871674492,1002.jpg
1,0.jpg,ContentIllustration,0.4759036144578313,0.5962441314553989,0.2469879518072289,0.1752738654147105,1002.jpg
2,1.jpg,ContentIllustration,0.5918803418803419,0.4351198871650212,0.6367521367521367,0.4076163610719323,1003.jpg
3,2.jpg,ContentIllustration,0.3720333547145606,0.5431754874651811,0.1892238614496472,0.2351770791882213,1004.jpg
4,3.jpg,Initial,0.2762379896526238,0.13452279807419995,0.11345158906134516,0.1804021523647692,1005.jpg
5,4.jpg,ContentIllustration,0.5843373493975904,0.6944114149821641,0.40963855421686746,0.2497027348394768,1006.jpg
6,4.jpg,ContentIllustration,0.5522088353413654,0.2437574316290131,0.4397590361445783,0.3198573127229489,1006.jpg
7,5.jpg,ContentIllustration,0.366,0.34941967012828345,0.469,0.289554062309102,1007.jpg
8,6.jpg,ContentIllustration,0.3260135135135135,0.48178613396004705,0.3682432432432433,0.245593419506463,1008.jpg
9,7.jpg,ContentIllustration,0.3656422379826635,0.61268620855358,0.4806934594168637,0.2931283037001441,1014.jpg
10,8.jpg,ContentIllustration,0.485,0.39632902787219576,0.8079999999999999,0.5601631543167913,1015.jpg
11,9.jpg,ContentIllustration,0.4513661202185793,0.5766037735849057,0.7038251366120218,0.420377358490566,1016.jpg
12,10.jpg,Initial,0.21466666666666667,0.13427734375,0.134,0.09814453125,1018.jpg
13,10.jpg,Initial,0.20066666666666666,0.4345703125,0.12333333333333335,0.09521484375,1018.jpg
14,11.jpg,ContentIllustration,0.6506172839506172,0.12222222222222222,0.2419753086419753,0.11623931623931626,1020.jpg
15,12.jpg,ContentIllustration,0.3775716014521985,0.3660205245153934,0.20976200080677693,0.02879133409350057,1022.jpg
16,12.jpg,ContentIllustration,0.3392496974586527,0.30758266818700114,0.2226704316256555,0.023375142531356898,1022.jpg
17,12.jpg,ContentIllustration,0.7285195643404598,0.5658494868871151,0.18354175070592985,0.041049030786773084,1022.jpg
18,12.jpg,ContentIllustration,0.6724485679709561,0.4997149372862029,0.19766034691407824,0.02394526795895097,1022.jpg
19,12.jpg,ContentIllustration,0.6793061718434853,0.21892816419612315,0.2480839048003227,0.0476054732041049,1022.jpg
20,12.jpg,ContentIllustration,0.6228317870108915,0.4615165336374002,0.2077450584913272,0.02480045610034208,1022.jpg
21,12.jpg,ContentIllustration,0.8418717224687374,0.15849486887115166,0.1383622428398548,0.03620296465222349,1022.jpg
22,13.jpg,ContentIllustration,0.4699248120300752,0.5039852851011649,0.799812030075188,0.507050889025138,1023.jpg
23,14.jpg,ContentIllustration,0.4582074521651561,0.6031746031746031,0.9113796576032226,0.5781440781440782,1026.jpg
24,15.jpg,ContentIllustration,0.6996830427892234,0.6745391705069125,0.3652931854199683,0.2609447004608295,1027.jpg
25,16.jpg,Initial,0.1930995043842928,0.5333878440992096,0.0968356843309188,0.07563368765331152,1030.jpg
26,17.jpg,ContentIllustration,0.2670807453416149,0.4027777777777778,0.3027950310559006,0.21875,1035.jpg
27,18.jpg,ContentIllustration,0.394331983805668,0.3963048498845266,0.4518218623481781,0.26235565819861434,1036.jpg
28,19.jpg,Initial,0.29017857142857145,0.3887938408896493,0.1875,0.1270316509837468,1040.jpg
29,20.jpg,Decoration,0.5891608391608392,0.6183360258481422,0.5693473193473193,0.20436187399030692,1041.jpg
30,21.jpg,ContentIllustration,0.41188197767145135,0.6625211984171848,0.370414673046252,0.3301300169587337,1043.jpg
31,22.jpg,ContentIllustration,0.762962962962963,0.1881100266193434,0.3057239057239057,0.19653948535936114,1045.jpg
32,22.jpg,ContentIllustration,0.3845117845117845,0.18944099378881987,0.2835016835016835,0.19343389529724933,1045.jpg
33,23.jpg,Decoration,0.43485276321097216,0.2927594070695553,0.15127067365873334,0.048460661345496016,1046.jpg
34,23.jpg,Initial,0.22065348931020573,0.41020524515393386,0.2968939088342073,0.20096921322690992,1046.jpg
35,24.jpg,Initial,0.5846774193548387,0.1338470319634703,0.08991935483870968,0.13356164383561644,1047.jpg
36,25.jpg,ContentIllustration,0.61,0.5311284046692607,0.5760000000000001,0.17898832684824906,1049.jpg
37,25.jpg,ContentIllustration,0.613,0.37418936446173795,0.34299999999999997,0.1575875486381323,1049.jpg
38,25.jpg,ContentIllustration,0.595,0.6621271076523995,0.636,0.0966277561608301,1049.jpg
39,26.jpg,ContentIllustration,0.2468396540252828,0.585,0.2741184298070526,0.2125,1051.jpg
40,27.jpg,ContentIllustration,0.4089422028353326,0.4303147077713552,0.6183206106870229,0.19460500963391136,1052.jpg
41,28.jpg,ContentIllustration,0.578125,0.5368296994696523,0.5654296875,0.3347083087802004,1057.jpg
42,29.jpg,ContentIllustration,0.39102564102564097,0.33991537376586745,0.6463675213675214,0.423836389280677,1061.jpg
43,30.jpg,ContentIllustration,0.25466666666666665,0.3252562907735321,0.27399999999999997,0.18173345759552656,1068.jpg
44,30.jpg,ContentIllustration,0.6093333333333333,0.4137931034482759,0.2693333333333333,0.18173345759552656,1068.jpg
45,30.jpg,ContentIllustration,0.6153333333333333,0.7297297297297297,0.212,0.19151910531220875,1068.jpg
46,31.jpg,ContentIllustration,0.5762806236080178,0.325,0.4123051224944321,0.2786,1069.jpg
47,31.jpg,ContentIllustration,0.6327951002227171,0.7028,0.3182071269487751,0.21899999999999997,1069.jpg
48,32.jpg,ContentIllustration,0.5288104089219331,0.37199124726477023,0.5664498141263941,0.3525711159737418,1071.jpg
49,33.jpg,Initial,0.2070524412296564,0.1731309724564362,0.18173598553345388,0.11748173130972454,1076.jpg
50,34.jpg,Initial,0.215,0.09081139172487908,0.15428571428571428,0.11284255776464265,1077.jpg
51,34.jpg,Initial,0.20785714285714285,0.8027941966684579,0.14785714285714285,0.11606663084363245,1077.jpg
52,35.jpg,ContentIllustration,0.6369467607440668,0.33664152441445017,0.2835150737652341,0.1738785232235014,1078.jpg
53,36.jpg,ContentIllustration,0.4513074842200181,0.36038186157517893,0.6280432822362488,0.5360978520286396,1079.jpg
54,37.jpg,ContentIllustration,0.5068359375,0.4938980617372577,0.9677734375,0.9375448671931084,1082.jpg
55,38.jpg,Initial,0.5682424704536789,0.5083128917961297,0.0945482272207396,0.07086399563913873,1086.jpg
56,38.jpg,Initial,0.5728173846740373,0.6500408830744072,0.10369805566145636,0.07086399563913873,1086.jpg
57,39.jpg,ContentIllustration,0.4218203033838973,0.3274121921679451,0.7281213535589265,0.4574081550262414,1087.jpg
58,40.jpg,Initial,0.16693515908175593,0.7751269035532995,0.08940797422472815,0.05152284263959391,1088.jpg
59,40.jpg,ContentIllustration,0.8147402335884011,0.8171319796954315,0.19935561820378572,0.12880710659898478,1088.jpg
60,40.jpg,ContentIllustration,0.2527184857027789,0.1446700507614213,0.23499798630688684,0.14974619289340102,1088.jpg
61,40.jpg,Initial,0.18747482883608535,0.2437817258883249,0.1252517116391462,0.06446700507614213,1088.jpg
62,41.jpg,ContentIllustration,0.5297346752058555,0.15726495726495726,0.4830741079597438,0.1868945868945869,1089.jpg
63,41.jpg,ContentIllustration,0.526075022872827,0.3555555555555556,0.7447392497712717,0.22393162393162394,1089.jpg
64,41.jpg,ContentIllustration,0.5096065873741995,0.5185185185185185,0.8252516010978957,0.11452991452991453,1089.jpg
65,42.jpg,ContentIllustration,0.26266666666666666,0.4621397166585247,0.3386666666666667,0.2413287738153395,1092.jpg
66,43.jpg,ContentIllustration,0.629,0.3195105370496261,0.486,0.4479945615227736,1096.jpg
67,44.jpg,ContentIllustration,0.5618784530386739,0.4546925566343042,0.6116022099447513,0.43648867313915857,1097.jpg
68,45.jpg,ContentIllustration,0.4044303797468353,0.7319544111439426,0.3886075949367089,0.18509919797382865,1098.jpg
69,46.jpg,ContentIllustration,0.28041901692183724,0.2191891891891892,0.4057211925866237,0.2527027027027027,1103.jpg
70,46.jpg,ContentIllustration,0.2828364222401289,0.4721621621621622,0.4105560032232071,0.2591891891891892,1103.jpg
71,46.jpg,ContentIllustration,0.2852538275584206,0.76,0.4105560032232071,0.3332432432432432,1103.jpg
72,47.jpg,ContentIllustration,0.4893314366998578,0.2242453282223287,0.5184921763869133,0.15141351221849544,1106.jpg
73,48.jpg,ContentIllustration,0.3700404858299595,0.6355777979981801,0.5506072874493927,0.2961783439490446,1109.jpg
74,49.jpg,Initial,0.3311026131293818,0.1979882237487733,0.19662205226258764,0.14646712463199216,1111.jpg
75,50.jpg,ContentIllustration,0.5266841644794401,0.33684794672586016,0.7287839020122485,0.4833518312985571,1113.jpg
76,51.jpg,ContentIllustration,0.560546875,0.2757009345794392,0.271484375,0.15595794392523366,1114.jpg
77,52.jpg,ContentIllustration,0.8240427927927928,0.4691466083150985,0.3212274774774775,0.4958424507658643,1116.jpg
78,52.jpg,ContentIllustration,0.3172860360360361,0.4905908096280088,0.330518018018018,0.5054704595185996,1116.jpg
79,53.jpg,Initial,0.11650045330915686,0.2797330097087379,0.09383499546690843,0.11893203883495145,1119.jpg
80,54.jpg,ContentIllustration,0.7351821642196846,0.5687203791469194,0.3578031538879826,0.4668246445497629,1123.jpg
81,55.jpg,ContentIllustration,0.42857142857142855,0.5948220064724921,0.417184265010352,0.2543689320388349,1124.jpg
82,56.jpg,ContentIllustration,0.7225325884543762,0.7199333174565373,0.33908921618418825,0.3505596570612051,1127.jpg
83,56.jpg,Decoration,0.7252412392077197,0.5317932841152655,0.441679363467073,0.9247439866634912,1127.jpg
84,57.jpg,Initial,0.568836405529954,0.16680361544782252,0.08813364055299537,0.14338537387017256,1129.jpg
85,58.jpg,ContentIllustration,0.7964554242749732,0.12827324478178367,0.2121374865735768,0.1335863377609108,1130.jpg
86,59.jpg,Initial,0.16834677419354838,0.153824200913242,0.05564516129032258,0.08047945205479452,1131.jpg
87,59.jpg,Initial,0.5790322580645161,0.6763698630136986,0.05120967741935484,0.07562785388127855,1131.jpg
88,59.jpg,Initial,0.3497983870967742,0.7756849315068494,0.07278225806451613,0.1095890410958904,1131.jpg
89,60.jpg,ContentIllustration,0.8686666666666667,0.8234024179620034,0.23399999999999999,0.18350604490500866,1132.jpg
90,61.jpg,ContentIllustration,0.4141176470588235,0.6239451476793249,0.40705882352941175,0.34968354430379744,1134.jpg
91,61.jpg,Decoration,0.7027450980392157,0.1571729957805907,0.10745098039215686,0.0469409282700422,1134.jpg
92,61.jpg,Decoration,0.10823529411764704,0.16508438818565402,0.09098039215686274,0.043248945147679324,1134.jpg
93,62.jpg,ContentIllustration,0.7713333333333333,0.8204584040747029,0.3313333333333333,0.23174872665534804,1136.jpg
94,63.jpg,ContentIllustration,0.5159235668789809,0.2327044025157233,0.3205944798301486,0.2641509433962264,1137.jpg
95,63.jpg,ContentIllustration,0.4932767162066525,0.4412191582002903,0.3581033262561925,0.1528785679729076,1137.jpg
96,64.jpg,ContentIllustration,0.5438144329896907,0.7541196877710321,0.5933562428407789,0.21248915871639198,1139.jpg
97,65.jpg,Initial,0.19875,0.2899910634495085,0.1825,0.13672922252010725,1143.jpg
98,66.jpg,Decoration,0.14501679731243,0.21094681612210828,0.0757745427398283,0.04006677796327212,1144.jpg
99,66.jpg,Decoration,0.6614408361328854,0.3175530646315287,0.0670026129152669,0.03350822799904603,1144.jpg
100,66.jpg,Decoration,0.4731243001119821,0.3790841879322681,0.05244494214259052,0.03732411161459576,1144.jpg
101,66.jpg,Decoration,0.5238895110115714,0.8171953255425709,0.05599104143337066,0.02563796804197472,1144.jpg
102,66.jpg,Decoration,0.3223217618514371,0.7758168375864536,0.054684583799925336,0.03100405437634152,1144.jpg
103,66.jpg,Decoration,0.2092198581560284,0.5090627235869306,0.05356476297125793,0.027188170760791795,1144.jpg
104,66.jpg,Decoration,0.7991787980589772,0.21046983067016456,0.07726763717805152,0.039112807059384684,1144.jpg
105,66.jpg,Decoration,0.2793952967525196,0.3185070355354161,0.0670026129152669,0.031719532554257086,1144.jpg
106,66.jpg,Decoration,0.2110862262038074,0.6956832816599093,0.0505785740948115,0.02849988075363702,1144.jpg
107,66.jpg,Decoration,0.4695782008212019,0.14559980920581922,0.7364688316536021,0.07739088957786787,1144.jpg
108,66.jpg,Decoration,0.2107129525942516,0.4210589077033151,0.06121687196715193,0.029811590746482236,1144.jpg
109,66.jpg,Decoration,0.2110862262038074,0.6088719294061531,0.0505785740948115,0.027188170760791795,1144.jpg
110,66.jpg,Decoration,0.6806644270250093,0.7758168375864536,0.05599104143337066,0.028738373479608868,1144.jpg
111,67.jpg,ContentIllustration,0.26666666666666666,0.7768052516411379,0.4470588235294118,0.2461706783369803,1146.jpg
112,67.jpg,ContentIllustration,0.2921568627450981,0.24945295404814005,0.4509803921568628,0.25601750547045954,1146.jpg
113,68.jpg,ContentIllustration,0.5230071289695398,0.28756476683937826,0.8120544394037589,0.4589810017271157,1148.jpg
114,69.jpg,ContentIllustration,0.615979381443299,0.6152758132956153,0.404639175257732,0.2256011315417256,1149.jpg
115,69.jpg,ContentIllustration,0.4072164948453608,0.31683168316831684,0.7242268041237113,0.2043847241867044,1149.jpg
116,70.jpg,ContentIllustration,0.64,0.4286803966437834,0.29600000000000004,0.2318840579710145,1154.jpg
117,71.jpg,ContentIllustration,0.58,0.6133200795228628,0.36733333333333335,0.2768389662027833,1155.jpg
118,72.jpg,Decoration,0.503,0.6026785714285714,0.42700000000000005,0.3041294642857143,1156.jpg
119,73.jpg,ContentIllustration,0.5516528925619835,0.6606628242074928,0.5774793388429752,0.4157060518731989,1157.jpg
